studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Culmen_Length_mm_outlier,Culmen_Depth_mm_outlier,Flipper_Length_mm_outlier,Body_Mass_g_outlier,is_any_outlier,body_mass_kg,bill_area_mm2,bill_ratio,flipper_mass_ratio
PAL0809,98,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N49A2,Yes,2008-11-08,40.3,18.5,196.0,4350.0,Male,8.39459,-26.01152,,False,False,False,False,False,4.35,745.55,2.1783783783783783,45.05747126436782
PAL0809,99,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N50A1,Yes,2008-11-10,33.1,16.1,178.0,2900.0,Female,9.04218,-26.15775,,False,False,False,False,False,2.9,532.9100000000001,2.0559006211180124,61.37931034482759
PAL0809,100,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N50A2,Yes,2008-11-10,43.2,18.5,192.0,4100.0,Male,8.97025,-26.03679,,False,False,False,False,False,4.1,799.2,2.3351351351351353,46.82926829268293
PAL0910,101,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N47A1,Yes,2009-11-09,35.0,17.9,192.0,3725.0,Female,8.84451,-26.28055,,False,False,False,False,False,3.725,626.5,1.9553072625698324,51.54362416107382
PAL0910,102,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N47A2,Yes,2009-11-09,41.0,20.0,203.0,4725.0,Male,9.01079,-26.38085,,False,False,False,False,False,4.725,820.0,2.05,42.96296296296297
PAL0910,103,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N49A1,Yes,2009-11-15,37.7,16.0,183.0,3075.0,Female,9.2151,-26.2253,,False,False,False,False,False,3.075,603.2,2.35625,59.512195121951216
PAL0910,104,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N49A2,Yes,2009-11-15,37.8,20.0,190.0,4250.0,Male,9.51929,-25.69199,,False,False,False,False,False,4.25,756.0,1.89,44.705882352941174
PAL0910,105,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,2009-11-15,37.9,18.6,193.0,2925.0,Female,9.02642,-25.86482,,False,False,False,False,False,2.925,704.94,2.0376344086021505,65.98290598290599
PAL0910,106,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,2009-11-15,39.7,18.9,184.0,3550.0,Male,8.85699,-25.80208,,False,False,False,False,False,3.55,750.33,2.100529100529101,51.83098591549296
PAL0910,107,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,2009-11-15,38.6,17.2,199.0,3750.0,Female,8.77322,-26.48973,,False,False,False,False,False,3.75,663.92,2.244186046511628,53.06666666666667
PAL0910,108,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,2009-11-15,38.2,20.0,190.0,3900.0,Male,9.59245,-25.70711,,False,False,False,False,False,3.9,764.0,1.9100000000000001,48.71794871794872
PAL0910,109,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,2009-11-20,38.1,17.0,181.0,3175.0,Female,9.79532,-25.27385,,False,False,False,False,False,3.175,647.7,2.2411764705882353,57.00787401574804
PAL0910,110,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,2009-11-20,43.2,19.0,197.0,4775.0,Male,9.31735,-25.45171,,False,False,False,False,False,4.775,820.8000000000001,2.2736842105263158,41.2565445026178
PAL0910,111,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,2009-11-12,38.1,16.5,198.0,3825.0,Female,8.43951,-26.57563,,False,False,False,False,False,3.825,628.65,2.309090909090909,51.76470588235294
PAL0910,112,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,2009-11-12,45.6,20.3,191.0,4600.0,Male,8.65466,-26.32909,,False,False,False,False,False,4.6,925.6800000000001,2.2463054187192117,41.52173913043479
PAL0910,113,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,2009-11-15,39.7,17.7,193.0,3200.0,Female,9.02657,-26.06203,,False,False,False,False,False,3.2,702.69,2.2429378531073447,60.3125
PAL0910,114,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,2009-11-15,42.2,19.5,197.0,4275.0,Male,8.80186,-26.41218,,False,False,False,False,False,4.275,822.9000000000001,2.1641025641025644,46.081871345029235
PAL0910,115,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N61A1,Yes,2009-11-17,39.6,20.7,191.0,3900.0,Female,8.80967,-26.78958,,False,False,False,False,False,3.9,819.72,1.9130434782608696,48.97435897435898
PAL0910,116,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",N61A2,Yes,2009-11-17,42.7,18.3,196.0,4075.0,Male,8.91434,-26.42018,,False,False,False,False,False,4.075,781.4100000000001,2.3333333333333335,48.09815950920245
PAL0910,117,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N63A1,Yes,2009-11-18,38.6,17.0,188.0,2900.0,Female,9.18021,-25.77264,,False,False,False,False,False,2.9,656.2,2.2705882352941176,64.82758620689656
PAL0910,118,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N63A2,Yes,2009-11-18,37.3,20.5,199.0,3775.0,Male,9.49645,-26.36678,,False,False,False,False,False,3.775,764.65,1.819512195121951,52.71523178807947
PAL0910,119,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N64A1,Yes,2009-11-22,35.7,17.0,189.0,3350.0,Female,8.96436,-23.90309,,False,False,False,False,False,3.35,606.9000000000001,2.1,56.417910447761194
PAL0910,120,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N64A2,Yes,2009-11-22,41.1,18.6,189.0,3325.0,Male,9.32277,-26.09989,,False,False,False,False,False,3.325,764.46,2.2096774193548385,56.84210526315789
PAL0910,121,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N66A1,No,2009-11-17,36.2,17.2,187.0,3150.0,Female,9.04296,-26.19444,Nest never observed with full clutch.,False,False,False,False,False,3.15,622.64,2.104651162790698,59.36507936507937
PAL0910,122,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N66A2,No,2009-11-17,37.7,19.8,198.0,3500.0,Male,9.11066,-26.42563,Nest never observed with full clutch.,False,False,False,False,False,3.5,746.46,1.9040404040404042,56.57142857142857
PAL0910,123,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N67A1,Yes,2009-11-16,40.2,17.0,176.0,3450.0,Female,9.30722,-25.61039,,False,False,False,False,False,3.45,683.4000000000001,2.364705882352941,51.01449275362319
PAL0910,124,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N67A2,Yes,2009-11-16,41.4,18.5,202.0,3875.0,Male,9.59462,-25.42621,,False,False,False,False,False,3.875,765.9,2.2378378378378376,52.12903225806452
PAL0910,125,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N69A1,Yes,2009-11-18,35.2,15.9,186.0,3050.0,Female,8.81668,-25.95399,,False,False,False,False,False,3.05,559.6800000000001,2.2138364779874213,60.98360655737705
PAL0910,126,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N69A2,Yes,2009-11-18,40.6,19.0,199.0,4000.0,Male,9.22537,-25.60826,,False,False,False,False,False,4.0,771.4,2.136842105263158,49.75
PAL0910,127,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N71A1,Yes,2009-11-21,38.8,17.6,191.0,3275.0,Female,8.88098,-25.89741,,False,False,False,False,False,3.275,682.88,2.204545454545454,58.3206106870229
PAL0910,128,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N71A2,Yes,2009-11-21,41.5,18.3,195.0,4300.0,Male,8.52566,-26.0245,,False,False,False,False,False,4.3,759.45,2.26775956284153,45.348837209302324
PAL0910,129,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N72A1,Yes,2009-11-18,39.0,17.1,191.0,3050.0,Female,9.19031,-25.73722,,False,False,False,False,False,3.05,666.9000000000001,2.280701754385965,62.622950819672134
PAL0910,130,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N72A2,Yes,2009-11-18,44.1,18.0,210.0,4000.0,Male,9.10702,-26.01363,,False,False,False,False,False,4.0,793.8000000000001,2.45,52.5
PAL0910,131,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N73A1,No,2009-11-23,38.5,17.9,190.0,3325.0,Female,8.9846,-25.57956,Nest never observed with full clutch.,False,False,False,False,False,3.325,689.15,2.1508379888268156,57.14285714285714
PAL0910,132,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",N73A2,No,2009-11-23,43.1,19.2,197.0,3500.0,Male,8.86495,-26.1396,Nest never observed with full clutch.,False,False,False,False,False,3.5,827.52,2.244791666666667,56.285714285714285
PAL0910,133,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N76A1,Yes,2009-11-10,36.8,18.5,193.0,3500.0,Female,8.98705,-25.57647,,False,False,False,False,False,3.5,680.8,1.989189189189189,55.142857142857146
PAL0910,134,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N76A2,Yes,2009-11-10,37.5,18.5,199.0,4475.0,Male,8.56708,-26.49288,,False,False,False,False,False,4.475,693.75,2.027027027027027,44.469273743016764
PAL0910,135,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N77A1,Yes,2009-11-13,38.1,17.6,187.0,3425.0,Female,8.717,-25.77951,,False,False,False,False,False,3.425,670.5600000000001,2.164772727272727,54.5985401459854
PAL0910,136,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N77A2,Yes,2009-11-13,41.1,17.5,190.0,3900.0,Male,8.94365,-26.06943,,False,False,False,False,False,3.9,719.25,2.3485714285714288,48.71794871794872
PAL0910,137,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,2009-11-16,35.6,17.5,191.0,3175.0,Female,8.75984,-25.97696,,False,False,False,False,False,3.175,623.0,2.0342857142857143,60.15748031496064
PAL0910,138,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N78A2,Yes,2009-11-16,40.2,20.1,200.0,3975.0,Male,8.95998,-26.32601,,False,False,False,False,False,3.975,808.0200000000001,2.0,50.31446540880503
PAL0910,139,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N79A1,No,2009-11-16,37.0,16.5,185.0,3400.0,Female,8.61651,-26.07021,Nest never observed with full clutch.,False,False,False,False,False,3.4,610.5,2.242424242424242,54.411764705882355
PAL0910,140,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N79A2,No,2009-11-16,39.7,17.9,193.0,4250.0,Male,9.25769,-25.88798,Nest never observed with full clutch.,False,False,False,False,False,4.25,710.63,2.217877094972067,45.411764705882355
PAL0910,141,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N80A1,Yes,2009-11-14,40.2,17.1,193.0,3400.0,Female,9.2881,-25.54976,,False,False,False,False,False,3.4,687.4200000000001,2.350877192982456,56.76470588235294
PAL0910,142,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N80A2,Yes,2009-11-14,40.6,17.2,187.0,3475.0,Male,9.23408,-26.01549,,False,False,False,False,False,3.475,698.32,2.36046511627907,53.81294964028777
PAL0910,143,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N81A1,Yes,2009-11-16,32.1,15.5,188.0,3050.0,Female,8.79787,-26.61075,,False,False,False,False,False,3.05,497.55,2.070967741935484,61.63934426229508
PAL0910,144,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N81A2,Yes,2009-11-16,40.7,17.0,190.0,3725.0,Male,9.05674,-25.79529,,False,False,False,False,False,3.725,691.9000000000001,2.394117647058824,51.00671140939597
PAL0910,145,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N82A1,Yes,2009-11-16,37.3,16.8,192.0,3000.0,Female,9.06829,-25.85203,,False,False,False,False,False,3.0,626.64,2.220238095238095,64.0
PAL0910,146,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N82A2,Yes,2009-11-16,39.0,18.7,185.0,3650.0,Male,9.22033,-26.03442,,False,False,False,False,False,3.65,729.3,2.085561497326203,50.68493150684932
PAL0910,147,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N83A1,Yes,2009-11-13,39.2,18.6,190.0,4250.0,Male,9.11006,-25.79549,,False,False,False,False,False,4.25,729.1200000000001,2.10752688172043,44.705882352941174
PAL0910,148,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N83A2,Yes,2009-11-13,36.6,18.4,184.0,3475.0,Female,8.68744,-25.8306,,False,False,False,False,False,3.475,673.4399999999999,1.9891304347826089,52.94964028776978
PAL0910,149,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N84A1,Yes,2009-11-17,36.0,17.8,195.0,3450.0,Female,8.94332,-25.79189,,False,False,False,False,False,3.45,640.8000000000001,2.0224719101123596,56.52173913043478
PAL0910,150,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N84A2,Yes,2009-11-17,37.8,18.1,193.0,3750.0,Male,8.97533,-26.03495,,False,False,False,False,False,3.75,684.18,2.0883977900552484,51.46666666666667
PAL0910,151,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N85A1,Yes,2009-11-17,36.0,17.1,187.0,3700.0,Female,8.93465,-26.07081,,False,False,False,False,False,3.7,615.6,2.1052631578947367,50.54054054054054
PAL0910,152,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N85A2,Yes,2009-11-17,41.5,18.5,201.0,4000.0,Male,8.8964,-26.06967,,False,False,False,False,False,4.0,767.75,2.2432432432432434,50.25
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N31A1,Yes,2007-11-27,46.1,13.2,211.0,4500.0,Female,7.993,-25.5139,,False,False,False,False,False,4.5,608.52,3.4924242424242427,46.888888888888886
PAL0708,2,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N31A2,Yes,2007-11-27,50.0,16.3,230.0,5700.0,Male,8.14756,-25.39369,,False,False,False,False,False,5.7,815.0,3.067484662576687,40.35087719298245
PAL0708,3,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,2007-11-27,48.7,14.1,210.0,4450.0,Female,8.14705,-25.46172,,False,False,False,False,False,4.45,686.6700000000001,3.4539007092198584,47.19101123595505
PAL0708,4,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,2007-11-27,50.0,15.2,218.0,5700.0,Male,8.2554,-25.40075,,False,False,False,False,False,5.7,760.0,3.2894736842105265,38.24561403508772
PAL0708,5,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N33A1,Yes,2007-11-18,47.6,14.5,215.0,5400.0,Male,8.2345,-25.54456,,False,False,False,False,False,5.4,690.2,3.282758620689655,39.81481481481481
PAL0708,6,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N33A2,Yes,2007-11-18,46.5,13.5,210.0,4550.0,Female,7.9953,-25.32829,,False,False,False,False,False,4.55,627.75,3.4444444444444446,46.15384615384615
PAL0708,7,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,2007-11-27,45.4,14.6,211.0,4800.0,Female,8.24515,-25.46782,,False,False,False,False,False,4.8,662.8399999999999,3.1095890410958904,43.958333333333336
PAL0708,8,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,2007-11-27,46.7,15.3,219.0,5200.0,Male,8.22673,-25.4276,,False,False,False,False,False,5.2,714.5100000000001,3.0522875816993467,42.11538461538461
PAL0708,9,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,2007-11-27,43.3,13.4,209.0,4400.0,Female,8.13643,-25.32176,,False,False,False,False,False,4.4,580.22,3.231343283582089,47.49999999999999
PAL0708,10,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,2007-11-27,46.8,15.4,215.0,5150.0,Male,8.1631,-25.38017,,False,False,False,False,False,5.15,720.72,3.038961038961039,41.74757281553398
PAL0708,11,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,No,2007-11-27,40.9,13.7,214.0,4650.0,Female,8.19579,-25.3933,Nest never observed with full clutch.,False,False,False,False,False,4.65,560.3299999999999,2.985401459854015,46.02150537634408
PAL0708,12,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,No,2007-11-27,49.0,16.1,216.0,5550.0,Male,8.10417,-25.50562,Nest never observed with full clutch.,False,False,False,False,False,5.55,788.9000000000001,3.043478260869565,38.91891891891892
PAL0708,13,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N37A1,Yes,2007-11-29,45.5,13.7,214.0,4650.0,Female,7.77672,-25.4168,,False,False,False,False,False,4.65,623.35,3.321167883211679,46.02150537634408
PAL0708,14,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N37A2,Yes,2007-11-29,48.4,14.6,213.0,5850.0,Male,7.8208,-25.48025,,False,False,False,False,False,5.85,706.64,3.315068493150685,36.410256410256416
PAL0708,15,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,Yes,2007-12-03,45.8,14.6,210.0,4200.0,Female,7.79958,-25.62618,,False,False,False,False,False,4.2,668.68,3.136986301369863,50.0
PAL0708,16,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,Yes,2007-12-03,49.3,15.7,217.0,5850.0,Male,8.07137,-25.52473,,False,False,False,False,False,5.85,774.0099999999999,3.140127388535032,37.0940170940171
PAL0708,17,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,2007-11-27,42.0,13.5,210.0,4150.0,Female,7.63884,-25.52627,,False,False,False,False,False,4.15,567.0,3.111111111111111,50.602409638554214
PAL0708,18,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,2007-11-27,49.2,15.2,221.0,6300.0,Male,8.27376,-25.00169,,False,False,False,False,False,6.3,747.84,3.2368421052631584,35.07936507936508
PAL0708,19,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N40A1,Yes,2007-11-27,46.2,14.5,209.0,4800.0,Female,7.84057,-25.37899,,False,False,False,False,False,4.8,669.9000000000001,3.1862068965517243,43.54166666666667
PAL0708,20,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N40A2,Yes,2007-11-27,48.7,15.1,222.0,5350.0,Male,7.96491,-25.39587,,False,False,False,False,False,5.35,735.37,3.2251655629139075,41.49532710280374
PAL0708,21,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N41A1,Yes,2007-11-27,50.2,14.3,218.0,5700.0,Male,7.8962,-25.37746,,False,False,False,False,False,5.7,717.8600000000001,3.5104895104895104,38.24561403508772
PAL0708,22,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N41A2,Yes,2007-11-27,45.1,14.5,215.0,5000.0,Female,7.6322,-25.46569,,False,False,False,False,False,5.0,653.95,3.110344827586207,43.0
PAL0708,23,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N42A1,Yes,2007-11-27,46.5,14.5,213.0,4400.0,Female,7.90436,-25.3947,,False,False,False,False,False,4.4,674.25,3.206896551724138,48.40909090909091
PAL0708,24,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N42A2,Yes,2007-11-27,46.3,15.8,215.0,5050.0,Male,7.90971,-25.38157,,False,False,False,False,False,5.05,731.54,2.9303797468354427,42.57425742574257
PAL0708,25,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N44A1,Yes,2007-11-29,42.9,13.1,215.0,5000.0,Female,7.68528,-25.39181,,False,False,False,False,False,5.0,561.99,3.2748091603053435,43.0
PAL0708,26,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N44A2,Yes,2007-11-29,46.1,15.1,215.0,5100.0,Male,7.83733,-25.42826,,False,False,False,False,False,5.1,696.11,3.0529801324503314,42.15686274509804
PAL0708,27,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N46A1,Yes,2007-11-29,44.5,14.3,216.0,4100.0,Unknown,7.96621,-25.69327,Sexing primers did not amplify.,False,False,False,False,False,4.1,636.35,3.1118881118881117,52.6829268292683
PAL0708,28,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N46A2,Yes,2007-11-29,47.8,15.0,215.0,5650.0,Male,7.92358,-25.48383,,False,False,False,False,False,5.65,717.0,3.1866666666666665,38.05309734513274
PAL0708,29,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N47A1,Yes,2007-11-29,48.2,14.3,210.0,4600.0,Female,7.6887,-25.50811,,False,False,False,False,False,4.6,689.2600000000001,3.370629370629371,45.652173913043484
PAL0708,30,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N47A2,Yes,2007-11-29,50.0,15.3,220.0,5550.0,Male,8.30515,-25.19017,,False,False,False,False,False,5.55,765.0,3.2679738562091503,39.63963963963964
PAL0708,31,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N50A1,Yes,2007-11-29,47.3,15.3,222.0,5250.0,Male,,,Not enough blood for isotopes.,False,False,False,False,False,5.25,723.6899999999999,3.091503267973856,42.285714285714285
PAL0708,32,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N50A2,Yes,2007-11-29,42.8,14.2,209.0,4700.0,Female,7.63452,-25.46327,,False,False,False,False,False,4.7,607.7599999999999,3.0140845070422535,44.46808510638298
PAL0708,33,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,2007-12-03,45.1,14.5,207.0,5050.0,Female,7.97408,-25.53768,,False,False,False,False,False,5.05,653.95,3.110344827586207,40.990099009900995
PAL0708,34,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,2007-12-03,59.6,17.0,230.0,6050.0,Male,7.76843,-25.6821,,False,False,False,False,False,6.05,1013.2,3.5058823529411764,38.01652892561984
PAL0809,35,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N2A1,Yes,2008-11-13,49.1,14.8,220.0,5150.0,Female,7.89744,-26.63405,,False,False,False,False,False,5.15,726.6800000000001,3.3175675675675675,42.71844660194174
PAL0809,36,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N2A2,Yes,2008-11-13,48.4,16.3,220.0,5400.0,Male,8.03659,-26.86127,,False,False,False,False,False,5.4,788.92,2.969325153374233,40.74074074074074
PAL0809,37,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N4A1,Yes,2008-11-02,42.6,13.7,213.0,4950.0,Female,7.96935,-26.70968,,False,False,False,False,False,4.95,583.62,3.109489051094891,43.03030303030303
PAL0809,38,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N4A2,Yes,2008-11-02,44.4,17.3,219.0,5250.0,Male,8.13746,-26.79093,,False,False,False,False,False,5.25,768.12,2.566473988439306,41.714285714285715
PAL0809,39,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N5A1,Yes,2008-11-09,44.0,13.6,208.0,4350.0,Female,8.01979,-26.68311,,False,False,False,False,False,4.35,598.4,3.235294117647059,47.816091954022994
PAL0809,40,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N5A2,Yes,2008-11-09,48.7,15.7,208.0,5350.0,Male,8.14776,-26.84506,,False,False,False,False,False,5.35,764.59,3.101910828025478,38.8785046728972
PAL0809,41,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,No,2008-11-04,42.7,13.7,208.0,3950.0,Female,8.14567,-26.59467,Nest never observed with full clutch.,False,False,False,False,False,3.95,584.99,3.1167883211678835,52.65822784810126
PAL0809,42,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,No,2008-11-04,49.6,16.0,225.0,5700.0,Male,8.38324,-26.84272,Nest never observed with full clutch.,False,False,False,False,False,5.7,793.6,3.1,39.473684210526315
PAL0809,43,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N7A1,Yes,2008-11-04,45.3,13.7,210.0,4300.0,Female,8.37615,-26.72791,,False,False,False,False,False,4.3,620.6099999999999,3.3065693430656933,48.83720930232558
PAL0809,44,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N7A2,Yes,2008-11-04,49.6,15.0,216.0,4750.0,Male,8.26548,-26.7699,,False,False,False,False,False,4.75,744.0,3.3066666666666666,45.473684210526315
