species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,bill_length_mm_outlier,bill_depth_mm_outlier,flipper_length_mm_outlier,body_mass_g_outlier,is_any_outlier,body_mass_kg,bill_area_mm2,bill_ratio,flipper_mass_ratio
Chinstrap,Dream,45.2,16.6,191.0,3250.0,Female,False,False,False,False,False,3.25,750.3200000000002,2.7228915662650603,58.76923076923077
Chinstrap,Dream,49.3,19.9,203.0,4050.0,Male,False,False,False,False,False,4.05,981.0699999999998,2.477386934673367,50.123456790123456
Chinstrap,Dream,50.2,18.8,202.0,3800.0,Male,False,False,False,False,False,3.8,943.7600000000001,2.670212765957447,53.15789473684211
Chinstrap,Dream,45.6,19.4,194.0,3525.0,Female,False,False,False,False,False,3.525,884.64,2.350515463917526,55.0354609929078
Chinstrap,Dream,51.9,19.5,206.0,3950.0,Male,False,False,False,False,False,3.95,1012.05,2.6615384615384614,52.151898734177216
Chinstrap,Dream,46.8,16.5,189.0,3650.0,Female,False,False,False,False,False,3.65,772.1999999999999,2.836363636363636,51.78082191780822
Chinstrap,Dream,45.7,17.0,195.0,3650.0,Female,False,False,False,False,False,3.65,776.9000000000001,2.6882352941176473,53.42465753424658
Chinstrap,Dream,55.8,19.8,207.0,4000.0,Male,False,False,False,False,False,4.0,1104.84,2.818181818181818,51.75
Chinstrap,Dream,43.5,18.1,202.0,3400.0,Female,False,False,False,False,False,3.4,787.35,2.4033149171270716,59.411764705882355
Chinstrap,Dream,49.6,18.2,193.0,3775.0,Male,False,False,False,False,False,3.775,902.72,2.7252747252747254,51.12582781456954
Chinstrap,Dream,50.8,19.0,210.0,4100.0,Male,False,False,False,False,False,4.1,965.1999999999999,2.6736842105263157,51.21951219512196
Chinstrap,Dream,50.2,18.7,198.0,3775.0,Female,False,False,False,False,False,3.775,938.74,2.6844919786096257,52.450331125827816
Gentoo,Biscoe,46.1,13.2,211.0,4500.0,Female,False,False,False,False,False,4.5,608.52,3.4924242424242427,46.888888888888886
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,Male,False,False,False,False,False,5.7,815.0,3.067484662576687,40.35087719298245
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,Female,False,False,False,False,False,4.45,686.6700000000001,3.4539007092198584,47.19101123595505
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,Male,False,False,False,False,False,5.7,760.0,3.2894736842105265,38.24561403508772
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,Male,False,False,False,False,False,5.4,690.2,3.282758620689655,39.81481481481481
Gentoo,Biscoe,46.5,13.5,210.0,4550.0,Female,False,False,False,False,False,4.55,627.75,3.4444444444444446,46.15384615384615
Gentoo,Biscoe,45.4,14.6,211.0,4800.0,Female,False,False,False,False,False,4.8,662.8399999999999,3.1095890410958904,43.958333333333336
Gentoo,Biscoe,46.7,15.3,219.0,5200.0,Male,False,False,False,False,False,5.2,714.5100000000001,3.0522875816993467,42.11538461538461
Gentoo,Biscoe,43.3,13.4,209.0,4400.0,Female,False,False,False,False,False,4.4,580.22,3.231343283582089,47.49999999999999
Gentoo,Biscoe,46.8,15.4,215.0,5150.0,Male,False,False,False,False,False,5.15,720.72,3.038961038961039,41.74757281553398
Gentoo,Biscoe,40.9,13.7,214.0,4650.0,Female,False,False,False,False,False,4.65,560.3299999999999,2.985401459854015,46.02150537634408
Gentoo,Biscoe,49.0,16.1,216.0,5550.0,Male,False,False,False,False,False,5.55,788.9000000000001,3.043478260869565,38.91891891891892
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,Female,False,False,False,False,False,4.65,623.35,3.321167883211679,46.02150537634408
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,Male,False,False,False,False,False,5.85,706.64,3.315068493150685,36.410256410256416
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,Female,False,False,False,False,False,4.2,668.68,3.136986301369863,50.0
Gentoo,Biscoe,49.3,15.7,217.0,5850.0,Male,False,False,False,False,False,5.85,774.0099999999999,3.140127388535032,37.0940170940171
Gentoo,Biscoe,42.0,13.5,210.0,4150.0,Female,False,False,False,False,False,4.15,567.0,3.111111111111111,50.602409638554214
Gentoo,Biscoe,49.2,15.2,221.0,6300.0,Male,False,False,False,False,False,6.3,747.84,3.2368421052631584,35.07936507936508
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,Female,False,False,False,False,False,4.8,669.9000000000001,3.1862068965517243,43.54166666666667
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,Male,False,False,False,False,False,5.35,735.37,3.2251655629139075,41.49532710280374
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,Male,False,False,False,False,False,5.7,717.8600000000001,3.5104895104895104,38.24561403508772
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,Female,False,False,False,False,False,5.0,653.95,3.110344827586207,43.0
Gentoo,Biscoe,46.5,14.5,213.0,4400.0,Female,False,False,False,False,False,4.4,674.25,3.206896551724138,48.40909090909091
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,Male,False,False,False,False,False,5.05,731.54,2.9303797468354427,42.57425742574257
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,Female,False,False,False,False,False,5.0,561.99,3.2748091603053435,43.0
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,Male,False,False,False,False,False,5.1,696.11,3.0529801324503314,42.15686274509804
Gentoo,Biscoe,44.5,14.3,216.0,4100.0,Unknown,False,False,False,False,False,4.1,636.35,3.1118881118881117,52.6829268292683
Gentoo,Biscoe,47.8,15.0,215.0,5650.0,Male,False,False,False,False,False,5.65,717.0,3.1866666666666665,38.05309734513274
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,Female,False,False,False,False,False,4.6,689.2600000000001,3.370629370629371,45.652173913043484
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,Male,False,False,False,False,False,5.55,765.0,3.2679738562091503,39.63963963963964
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,Male,False,False,False,False,False,5.25,723.6899999999999,3.091503267973856,42.285714285714285
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,Female,False,False,False,False,False,4.7,607.7599999999999,3.0140845070422535,44.46808510638298
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,Female,False,False,False,False,False,5.05,653.95,3.110344827586207,40.990099009900995
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,Male,False,False,False,False,False,6.05,1013.2,3.5058823529411764,38.01652892561984
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,Female,False,False,False,False,False,5.15,726.6800000000001,3.3175675675675675,42.71844660194174
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,Male,False,False,False,False,False,5.4,788.92,2.969325153374233,40.74074074074074
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,Female,False,False,False,False,False,4.95,583.62,3.109489051094891,43.03030303030303
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,Male,False,False,False,False,False,5.25,768.12,2.566473988439306,41.714285714285715
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,Female,False,False,False,False,False,4.35,598.4,3.235294117647059,47.816091954022994
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,Male,False,False,False,False,False,5.35,764.59,3.101910828025478,38.8785046728972
Gentoo,Biscoe,42.7,13.7,208.0,3950.0,Female,False,False,False,False,False,3.95,584.99,3.1167883211678835,52.65822784810126
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,Male,False,False,False,False,False,5.7,793.6,3.1,39.473684210526315
Gentoo,Biscoe,45.3,13.7,210.0,4300.0,Female,False,False,False,False,False,4.3,620.6099999999999,3.3065693430656933,48.83720930232558
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,Male,False,False,False,False,False,4.75,744.0,3.3066666666666666,45.473684210526315
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,Male,False,False,False,False,False,5.55,802.95,3.1761006289308176,40.0
Gentoo,Biscoe,43.6,13.9,217.0,4900.0,Female,False,False,False,False,False,4.9,606.0400000000001,3.1366906474820144,44.285714285714285
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,Female,False,False,False,False,False,4.2,632.45,3.273381294964029,50.0
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,Male,False,False,False,False,False,5.4,802.95,3.1761006289308176,41.666666666666664
Gentoo,Biscoe,44.9,13.3,213.0,5100.0,Female,False,False,False,False,False,5.1,597.17,3.37593984962406,41.76470588235294
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,Male,False,False,False,False,False,5.3,714.1600000000001,2.8607594936708862,40.56603773584906
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,Female,False,False,False,False,False,4.85,661.72,3.2816901408450705,43.29896907216495
Gentoo,Biscoe,48.5,14.1,220.0,5300.0,Male,False,False,False,False,False,5.3,683.85,3.4397163120567376,41.509433962264154
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,Female,False,False,False,False,False,4.4,649.44,3.1319444444444446,47.72727272727273
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,Male,False,False,False,False,False,5.0,751.5,3.3400000000000003,45.0
Gentoo,Biscoe,46.5,14.4,217.0,4900.0,Female,False,False,False,False,False,4.9,669.6,3.2291666666666665,44.285714285714285
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,Male,False,False,False,False,False,5.05,693.0,2.922077922077922,43.56435643564357
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,Female,False,False,False,False,False,4.3,608.8199999999999,3.151079136690647,48.372093023255815
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,Male,False,False,False,False,False,5.0,682.5,3.033333333333333,44.0
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,Female,False,False,False,False,False,4.45,626.4000000000001,2.9793103448275864,46.741573033707866
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,Male,False,False,False,False,False,5.55,771.12,3.2941176470588234,40.36036036036036
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,Female,False,False,False,False,False,4.2,625.14,3.2826086956521734,49.52380952380952
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,Male,False,False,False,False,False,5.3,688.3800000000001,3.1006711409395975,41.69811320754717
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,Female,False,False,False,False,False,4.4,635.23,3.287769784172662,48.63636363636363
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,Male,False,False,False,False,False,5.65,852.5099999999999,3.4585987261146496,40.884955752212385
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,Female,False,False,False,False,False,4.7,650.3599999999999,3.2253521126760565,46.59574468085106
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,Male,False,False,False,False,False,5.7,836.64,2.964285714285714,40.35087719298245
Gentoo,Biscoe,46.2,14.4,214.0,4650.0,Unknown,False,False,False,False,False,4.65,665.2800000000001,3.2083333333333335,46.02150537634408
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,Male,False,False,False,False,False,5.8,801.9,3.055555555555556,39.48275862068966
Gentoo,Biscoe,43.5,14.2,220.0,4700.0,Female,False,False,False,False,False,4.7,617.6999999999999,3.063380281690141,46.80851063829787
Gentoo,Biscoe,50.7,15.0,223.0,5550.0,Male,False,False,False,False,False,5.55,760.5,3.3800000000000003,40.18018018018018
Gentoo,Biscoe,47.7,15.0,216.0,4750.0,Female,False,False,False,False,False,4.75,715.5,3.18,45.473684210526315
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,Male,False,False,False,False,False,5.0,723.8399999999999,2.9743589743589745,44.2
Gentoo,Biscoe,48.2,15.6,221.0,5100.0,Male,False,False,False,False,False,5.1,751.9200000000001,3.08974358974359,43.333333333333336
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,Female,False,False,False,False,False,5.2,688.2,3.1418918918918917,41.730769230769226
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,Female,False,False,False,False,False,4.7,696.0,3.0933333333333333,45.95744680851064
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,Male,False,False,False,False,False,5.8,777.6,3.0375,39.6551724137931
Gentoo,Biscoe,47.5,14.2,209.0,4600.0,Female,False,False,False,False,False,4.6,674.5,3.3450704225352115,45.434782608695656
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,Male,False,False,False,False,False,6.0,832.9300000000001,3.1349693251533743,36.666666666666664
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,Female,False,False,False,False,False,4.75,623.7600000000001,3.2753623188405796,45.26315789473684
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,Male,False,False,False,False,False,5.95,741.28,2.75609756097561,37.47899159663866
Gentoo,Biscoe,49.1,14.5,212.0,4625.0,Female,False,False,False,False,False,4.625,711.95,3.386206896551724,45.83783783783784
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,Male,False,False,False,False,False,5.45,819.0,3.3653846153846154,40.55045871559633
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,Female,False,False,False,False,False,4.725,692.04,3.2465753424657535,44.867724867724874
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,Male,False,False,False,False,False,5.35,795.0,3.144654088050314,41.86915887850468
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,Female,False,False,False,False,False,4.75,619.62,3.253623188405797,44.63157894736842
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,Male,False,False,False,False,False,5.6,878.84,2.936416184971098,40.714285714285715
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,Female,False,False,False,False,False,4.6,624.96,3.013888888888889,47.39130434782609
Gentoo,Biscoe,51.3,14.2,218.0,5300.0,Male,False,False,False,False,False,5.3,728.4599999999999,3.612676056338028,41.132075471698116
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,Female,False,False,False,False,False,4.875,665.0,3.392857142857143,43.48717948717949
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,Male,False,False,False,False,False,5.55,885.7,3.0647058823529414,41.44144144144144
Gentoo,Biscoe,47.5,15.0,218.0,4950.0,Female,False,False,False,False,False,4.95,712.5,3.1666666666666665,44.04040404040404
Gentoo,Biscoe,52.2,17.1,228.0,5400.0,Male,False,False,False,False,False,5.4,892.6200000000001,3.052631578947368,42.22222222222222
Gentoo,Biscoe,45.5,14.5,212.0,4750.0,Female,False,False,False,False,False,4.75,659.75,3.1379310344827585,44.63157894736842
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,Male,False,False,False,False,False,5.65,796.95,3.074534161490683,39.64601769911504
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,Female,False,False,False,False,False,4.85,654.15,3.0272108843537415,44.12371134020619
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,Male,False,False,False,False,False,5.2,797.56,3.2356687898089174,43.46153846153846
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,Male,False,False,False,False,False,4.925,780.52,3.1265822784810124,43.85786802030457
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,Female,False,False,False,False,False,4.875,684.74,3.212328767123288,45.53846153846154
Gentoo,Biscoe,48.4,14.4,203.0,4625.0,Female,False,False,False,False,False,4.625,696.96,3.3611111111111107,43.891891891891895
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,Male,False,False,False,False,False,5.25,843.15,3.096969696969697,42.857142857142854
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,Female,False,False,False,False,False,4.85,727.5,3.2333333333333334,45.154639175257735
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,Male,False,False,False,False,False,5.6,950.3,3.288235294117647,40.714285714285715
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,Female,False,False,False,False,False,4.975,731.6,3.045161290322581,43.21608040201005
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,Male,False,False,False,False,False,5.5,736.5,3.2733333333333334,41.45454545454545
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,Unknown,False,False,False,False,False,4.725,652.74,3.4275362318840576,45.714285714285715
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,Male,False,False,False,False,False,5.5,753.48,2.9068322981366457,39.09090909090909
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,Female,False,False,False,False,False,4.7,612.99,2.8367346938775513,44.680851063829785
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,Male,False,False,False,False,False,5.5,843.72,3.3797468354430378,39.81818181818182
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,Female,False,False,False,False,False,4.575,606.1999999999999,3.0928571428571425,45.46448087431694
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,Male,False,False,False,False,False,5.5,726.3100000000001,3.185430463576159,38.0
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,Female,False,False,False,False,False,5.0,767.5999999999999,3.322368421052632,43.2
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,Male,False,False,False,False,False,5.95,791.8199999999999,3.132075471698113,38.48739495798319
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,Female,False,False,False,False,False,4.65,661.1999999999999,2.861842105263158,45.806451612903224
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,Male,False,False,False,False,False,5.5,839.45,3.1595092024539877,41.81818181818182
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,Female,False,False,False,False,False,4.375,651.4200000000001,3.276595744680851,49.6
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,Male,False,False,False,False,False,5.85,881.6,3.44375,39.31623931623932
Gentoo,Biscoe,44.5,15.7,217.0,4875.0,Unknown,False,False,False,False,False,4.875,698.65,2.8343949044585988,44.51282051282051
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,Male,False,False,False,False,False,6.0,790.56,3.0123456790123457,37.0
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,Female,False,False,False,False,False,4.925,646.64,3.445255474452555,43.45177664974619
Gentoo,Biscoe,44.45,17.3,197.0,4050.0,Unknown,False,False,False,False,False,4.05,768.9850000000001,2.569364161849711,48.641975308641975
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,Female,False,False,False,False,False,4.85,669.24,3.2727272727272725,44.3298969072165
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,Male,False,False,False,False,False,5.75,791.28,3.210191082802548,38.608695652173914
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,Female,False,False,False,False,False,5.2,668.96,3.054054054054054,40.76923076923077
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,Male,False,False,False,False,False,5.4,803.3900000000001,3.0993788819875774,39.44444444444444
