,species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,bill_length_mm_outlier,bill_depth_mm_outlier,flipper_length_mm_outlier,body_mass_g_outlier,is_any_outlier,body_mass_kg,bill_area_mm2,bill_ratio,flipper_mass_ratio,cluster,PC1,PC2
154,Chinstrap,Dream,51.3,19.2,193.0,3650.0,Male,False,False,False,False,False,3.65,984.96,2.671875,52.87671232876713,2,-0.5024544498667434,1.5817271702302294
155,Chinstrap,Dream,45.4,18.7,188.0,3525.0,Female,False,False,False,False,False,3.525,848.9799999999999,2.427807486631016,53.333333333333336,2,-1.1861760780064694,0.7166494667916942
156,Chinstrap,Dream,52.7,19.8,197.0,3725.0,Male,False,False,False,False,False,3.725,1043.46,2.6616161616161618,52.88590604026845,2,-0.2913661981093038,1.9874878953708726
157,Chinstrap,Dream,45.2,17.8,198.0,3950.0,Female,False,False,False,False,False,3.95,804.5600000000001,2.539325842696629,50.12658227848101,2,-0.3164486343617284,0.37601003178899656
158,Chinstrap,Dream,46.1,18.2,178.0,3250.0,Female,False,False,False,False,False,3.25,839.02,2.5329670329670333,54.76923076923077,2,-1.6259400916707119,0.5601483118538235
159,Chinstrap,Dream,51.3,18.2,197.0,3750.0,Male,False,False,False,False,False,3.75,933.66,2.8186813186813184,52.53333333333333,2,-0.06561137729941406,1.1872566587962605
160,Chinstrap,Dream,46.0,18.9,195.0,4150.0,Female,False,False,False,False,False,4.15,869.4,2.433862433862434,46.98795180722891,2,-0.4595130250749665,0.9307681533216993
161,Chinstrap,Dream,51.3,19.9,198.0,3700.0,Male,False,False,False,False,False,3.7,1020.87,2.577889447236181,53.51351351351351,2,-0.4049902586594703,1.871742395773064
162,Chinstrap,Dream,46.6,17.8,193.0,3800.0,Female,False,False,False,False,False,3.8,829.48,2.617977528089888,50.78947368421053,2,-0.5079033186040237,0.5132241237880573
163,Chinstrap,Dream,51.7,20.3,194.0,3775.0,Male,False,False,False,False,False,3.775,1049.51,2.5467980295566504,51.3907284768212,2,-0.5659811445163403,2.085244039127158
164,Chinstrap,Dream,47.0,17.3,185.0,3700.0,Female,False,False,False,False,False,3.7,813.1,2.7167630057803467,50.0,2,-0.7703399747702833,0.3425433827476105
165,Chinstrap,Dream,52.0,18.1,201.0,4050.0,Male,False,False,False,False,False,4.05,941.2,2.87292817679558,49.62962962962963,2,0.383922810317706,1.2558956430925978
166,Chinstrap,Dream,45.9,17.1,190.0,3575.0,Female,False,False,False,False,False,3.575,784.89,2.6842105263157894,53.14685314685315,2,-0.7018917026070237,0.12813683433987677
167,Chinstrap,Dream,50.5,19.6,201.0,4050.0,Male,False,False,False,False,False,4.05,989.8,2.576530612244898,49.62962962962963,2,-0.04712635296010788,1.6995560150646714
168,Chinstrap,Dream,50.3,20.0,197.0,3300.0,Male,False,False,False,False,False,3.3,1006.0,2.515,59.6969696969697,2,-0.8249159612971336,1.7600547820486043
169,Chinstrap,Dream,58.0,17.8,181.0,3700.0,Female,False,False,False,False,False,3.7,1032.4,3.258426966292135,48.91891891891892,2,-0.11562828302603996,1.753394475964204
170,Chinstrap,Dream,46.4,18.6,190.0,3450.0,Female,False,False,False,False,False,3.45,863.0400000000001,2.494623655913978,55.07246376811594,2,-1.0513168459137265,0.7783585974132703
171,Chinstrap,Dream,49.2,18.2,195.0,4400.0,Male,False,False,False,False,False,4.4,895.44,2.7032967032967035,44.31818181818181,2,0.12266058457634774,1.0248069348257633
172,Chinstrap,Dream,42.4,17.3,181.0,3600.0,Female,False,False,False,False,False,3.6,733.52,2.450867052023121,50.27777777777778,0,-1.388722490951037,-0.17407310182717126
173,Chinstrap,Dream,48.5,17.5,191.0,3400.0,Male,False,False,False,False,False,3.4,848.75,2.771428571428572,56.1764705882353,2,-0.6446838165466923,0.5577641298721152
174,Chinstrap,Dream,43.2,16.6,187.0,2900.0,Female,False,False,False,False,False,2.9,717.1200000000001,2.602409638554217,64.48275862068965,0,-1.4131050458036303,-0.44307129021030667
175,Chinstrap,Dream,50.6,19.4,193.0,3800.0,Male,False,False,False,False,False,3.8,981.64,2.6082474226804124,50.78947368421053,2,-0.49878354030172467,1.6017752685856361
176,Chinstrap,Dream,46.7,17.9,195.0,3300.0,Female,False,False,False,False,False,3.3,835.93,2.608938547486034,59.09090909090909,2,-0.7809941481459038,0.5123162343089805
177,Chinstrap,Dream,52.0,19.0,197.0,4150.0,Male,False,False,False,False,False,4.15,988.0,2.736842105263158,47.46987951807228,2,0.10479063322507777,1.630910496624323
178,Chinstrap,Dream,50.5,18.4,200.0,3400.0,Female,False,False,False,False,False,3.4,929.2,2.7445652173913047,58.82352941176471,2,-0.29028055193396446,1.1440127272650857
179,Chinstrap,Dream,49.5,19.0,200.0,3800.0,Male,False,False,False,False,False,3.8,940.5,2.6052631578947367,52.631578947368425,2,-0.2214982749398248,1.3197447974161574
180,Chinstrap,Dream,46.4,17.8,191.0,3700.0,Female,False,False,False,False,False,3.7,825.92,2.606741573033708,51.62162162162162,2,-0.6755918940265115,0.48038105206659504
181,Chinstrap,Dream,52.8,20.0,205.0,4550.0,Male,False,False,False,False,False,4.55,1056.0,2.64,45.05494505494506,2,0.5719119604319554,2.167933760305963
182,Chinstrap,Dream,40.9,16.6,187.0,3200.0,Female,False,False,False,False,False,3.2,678.94,2.4638554216867465,58.4375,0,-1.3996698578122886,-0.664125140150781
183,Chinstrap,Dream,54.2,20.8,201.0,4300.0,Male,False,False,False,False,False,4.3,1127.36,2.605769230769231,46.74418604651163,2,0.19001117235777085,2.6192703502212806
184,Chinstrap,Dream,42.5,16.7,187.0,3350.0,Female,False,False,False,False,False,3.35,709.75,2.5449101796407185,55.82089552238806,0,-1.1830494417507145,-0.4319241298684758
185,Chinstrap,Dream,51.0,18.8,203.0,4100.0,Male,False,False,False,False,False,4.1,958.8,2.7127659574468086,49.51219512195122,2,0.27425164285288034,1.4355641640494876
186,Chinstrap,Dream,49.7,18.6,195.0,3600.0,Male,False,False,False,False,False,3.6,924.42,2.672043010752688,54.16666666666666,2,-0.4663164301380539,1.1575682641752745
187,Chinstrap,Dream,47.5,16.8,199.0,3900.0,Female,False,False,False,False,False,3.9,798.0,2.827380952380952,51.02564102564103,2,0.08656772443075877,0.21795614102363636
188,Chinstrap,Dream,47.6,18.3,195.0,3850.0,Female,False,False,False,False,False,3.85,871.08,2.601092896174863,50.64935064935065,2,-0.40938162243462783,0.8315172403479437
189,Chinstrap,Dream,52.0,20.7,210.0,4800.0,Male,False,False,False,False,False,4.8,1076.4,2.5120772946859904,43.75,2,0.7397372421705793,2.3911565092412728
190,Chinstrap,Dream,46.9,16.6,192.0,2700.0,Female,False,False,False,False,False,2.7,778.5400000000001,2.8253012048192767,71.1111111111111,2,-1.0349696728266256,-0.05685218486621103
191,Chinstrap,Dream,53.5,19.9,205.0,4500.0,Male,False,False,False,False,False,4.5,1064.65,2.6884422110552766,45.55555555555556,2,0.6165515524318274,2.199005479518804
192,Chinstrap,Dream,49.0,19.5,210.0,3950.0,Male,False,False,False,False,False,3.95,955.5,2.5128205128205128,53.16455696202532,2,0.14917011683168266,1.4850280315894089
193,Chinstrap,Dream,46.2,17.5,187.0,3650.0,Female,False,False,False,False,False,3.65,808.5,2.64,51.23287671232877,2,-0.8301218271330085,0.3308071745141512
194,Chinstrap,Dream,50.9,19.1,196.0,3550.0,Male,False,False,False,False,False,3.55,972.19,2.664921465968586,55.21126760563381,2,-0.4608559808758594,1.487125703574419
195,Chinstrap,Dream,45.5,17.0,196.0,3500.0,Female,False,False,False,False,False,3.5,773.5,2.676470588235294,56.0,2,-0.519722559559545,0.036643356761099415
196,Chinstrap,Dream,50.9,17.9,196.0,3675.0,Female,False,False,False,False,False,3.675,911.11,2.8435754189944134,53.333333333333336,2,-0.13065416272967598,1.0135379312803012
197,Chinstrap,Dream,50.8,18.5,201.0,4450.0,Male,False,False,False,False,False,4.45,939.8,2.745945945945946,45.16853932584269,2,0.47668505533469985,1.328522038788294
198,Chinstrap,Dream,50.1,17.9,190.0,3400.0,Female,False,False,False,False,False,3.4,896.79,2.7988826815642462,55.88235294117647,2,-0.6332980661176001,0.8956719169918671
199,Chinstrap,Dream,49.0,19.6,212.0,4300.0,Male,False,False,False,False,False,4.3,960.4,2.5,49.30232558139535,2,0.45143326546509394,1.5628475216159055
200,Chinstrap,Dream,51.5,18.7,187.0,3250.0,Male,False,False,False,False,False,3.25,963.05,2.7540106951871657,57.53846153846154,2,-0.9053909804108232,1.357719663164141
201,Chinstrap,Dream,49.8,17.3,198.0,3675.0,Female,False,False,False,False,False,3.675,861.54,2.8786127167630053,53.87755102040816,2,-0.01831267630998709,0.6495950829102186
202,Chinstrap,Dream,48.1,16.4,199.0,3325.0,Female,False,False,False,False,False,3.325,788.8399999999999,2.932926829268293,59.849624060150376,2,-0.1766135494806109,0.06093254823412267
203,Chinstrap,Dream,51.4,19.0,201.0,3950.0,Male,False,False,False,False,False,3.95,976.6,2.705263157894737,50.88607594936709,2,0.08173945364846211,1.5445003650314963
204,Chinstrap,Dream,45.7,17.3,193.0,3600.0,Female,False,False,False,False,False,3.6,790.6100000000001,2.6416184971098264,53.61111111111111,2,-0.6187942503208042,0.1903995396798544
205,Chinstrap,Dream,50.7,19.7,203.0,4050.0,Male,False,False,False,False,False,4.05,998.79,2.5736040609137056,50.123456790123456,2,0.03152512600087629,1.762409464577044
206,Chinstrap,Dream,42.5,17.3,187.0,3350.0,Female,False,False,False,False,False,3.35,735.25,2.4566473988439306,55.82089552238806,0,-1.305229226440558,-0.1885335437909993
207,Chinstrap,Dream,52.2,18.8,197.0,3450.0,Male,False,False,False,False,False,3.45,981.36,2.776595744680851,57.10144927536231,2,-0.3184527380969242,1.497872741140703
208,Chinstrap,Dream,45.2,16.6,191.0,3250.0,Female,False,False,False,False,False,3.25,750.3200000000002,2.7228915662650603,58.76923076923077,2,-0.8407441814487742,-0.18574923416465636
209,Chinstrap,Dream,49.3,19.9,203.0,4050.0,Male,False,False,False,False,False,4.05,981.0699999999998,2.477386934673367,50.123456790123456,2,-0.1264278570120636,1.6897113062626932
210,Chinstrap,Dream,50.2,18.8,202.0,3800.0,Male,False,False,False,False,False,3.8,943.76,2.670212765957447,53.15789473684211,2,-0.03989033644951763,1.315841651630332
211,Chinstrap,Dream,45.6,19.4,194.0,3525.0,Female,False,False,False,False,False,3.525,884.64,2.350515463917526,55.0354609929078,2,-1.0651680846642688,1.0235192478546995
212,Chinstrap,Dream,51.9,19.5,206.0,3950.0,Male,False,False,False,False,False,3.95,1012.05,2.6615384615384614,52.151898734177216,2,0.2274599074301528,1.8030467330113773
213,Chinstrap,Dream,46.8,16.5,189.0,3650.0,Female,False,False,False,False,False,3.65,772.1999999999999,2.836363636363636,51.78082191780822,2,-0.4939808224931244,-0.008604492256418132
214,Chinstrap,Dream,45.7,17.0,195.0,3650.0,Female,False,False,False,False,False,3.65,776.9000000000001,2.6882352941176477,53.42465753424658,2,-0.44109930893375393,0.07429447932202844
215,Chinstrap,Dream,55.8,19.8,207.0,4000.0,Male,False,False,False,False,False,4.0,1104.84,2.818181818181818,51.75,2,0.5684002133979282,2.3586976647389406
216,Chinstrap,Dream,43.5,18.1,202.0,3400.0,Female,False,False,False,False,False,3.4,787.35,2.403314917127072,59.41176470588236,2,-0.7330544506351386,0.25348853859538384
217,Chinstrap,Dream,49.6,18.2,193.0,3775.0,Male,False,False,False,False,False,3.775,902.72,2.7252747252747254,51.12582781456954,2,-0.35532555504414076,1.0024780209774398
218,Chinstrap,Dream,50.8,19.0,210.0,4100.0,Male,False,False,False,False,False,4.1,965.2,2.673684210526316,51.21951219512196,2,0.5047169444568603,1.4958139348904536
219,Chinstrap,Dream,50.2,18.7,198.0,3775.0,Female,False,False,False,False,False,3.775,938.74,2.6844919786096257,52.450331125827816,2,-0.2012317878255694,1.2720121285054287
220,Gentoo,Biscoe,46.1,13.2,211.0,4500.0,Female,False,False,False,False,False,4.5,608.52,3.4924242424242427,46.888888888888886,1,1.6080717357458558,-1.3310101733632504
221,Gentoo,Biscoe,50.0,16.3,230.0,5700.0,Male,False,False,False,False,False,5.7,815.0,3.067484662576687,40.35087719298245,1,2.909001747632562,0.48465862674142374
222,Gentoo,Biscoe,48.7,14.1,210.0,4450.0,Female,False,False,False,False,False,4.45,686.6700000000001,3.4539007092198584,47.19101123595505,1,1.5670372337956164,-0.6856768623088573
223,Gentoo,Biscoe,50.0,15.2,218.0,5700.0,Male,False,False,False,False,False,5.7,760.0,3.2894736842105265,38.24561403508772,1,2.6393891223507615,0.036565315846581306
224,Gentoo,Biscoe,47.6,14.5,215.0,5400.0,Male,False,False,False,False,False,5.4,690.2,3.282758620689655,39.81481481481481,1,2.251549060660898,-0.5432295858359317
225,Gentoo,Biscoe,46.5,13.5,210.0,4550.0,Female,False,False,False,False,False,4.55,627.75,3.4444444444444446,46.15384615384615,1,1.5736779218872885,-1.160242998556036
226,Gentoo,Biscoe,45.4,14.6,211.0,4800.0,Female,False,False,False,False,False,4.8,662.8399999999999,3.1095890410958904,43.958333333333336,1,1.4703937744509818,-0.8083488230198892
227,Gentoo,Biscoe,46.7,15.3,219.0,5200.0,Male,False,False,False,False,False,5.2,714.5100000000001,3.0522875816993467,42.11538461538461,1,2.0404715611871835,-0.3380821546364466
228,Gentoo,Biscoe,43.3,13.4,209.0,4400.0,Female,False,False,False,False,False,4.4,580.22,3.231343283582089,47.49999999999999,1,1.1819504160678638,-1.5684042779763554
229,Gentoo,Biscoe,46.8,15.4,215.0,5150.0,Male,False,False,False,False,False,5.15,720.72,3.038961038961039,41.74757281553398,1,1.8296083785980974,-0.2924324228262507
230,Gentoo,Biscoe,40.9,13.7,214.0,4650.0,Female,False,False,False,False,False,4.65,560.3299999999999,2.985401459854015,46.02150537634408,1,1.2972558726096306,-1.6832457525290876
231,Gentoo,Biscoe,49.0,16.1,216.0,5550.0,Male,False,False,False,False,False,5.55,788.9000000000001,3.043478260869565,38.91891891891892,1,2.187107462891867,0.27562884691213807
232,Gentoo,Biscoe,45.5,13.7,214.0,4650.0,Female,False,False,False,False,False,4.65,623.35,3.321167883211679,46.02150537634408,1,1.6824282907061274,-1.1778097333161306
233,Gentoo,Biscoe,48.4,14.6,213.0,5850.0,Male,False,False,False,False,False,5.85,706.64,3.315068493150685,36.410256410256416,1,2.524936216731489,-0.3675792050090621
234,Gentoo,Biscoe,45.8,14.6,210.0,4200.0,Female,False,False,False,False,False,4.2,668.68,3.136986301369863,50.0,1,1.0507101593515575,-0.8278826205277567
235,Gentoo,Biscoe,49.3,15.7,217.0,5850.0,Male,False,False,False,False,False,5.85,774.0099999999999,3.140127388535032,37.0940170940171,1,2.5408360648030923,0.17815227087243657
236,Gentoo,Biscoe,42.0,13.5,210.0,4150.0,Female,False,False,False,False,False,4.15,567.0,3.111111111111111,50.60240963855421,1,0.9221836211748852,-1.6969101577755579
237,Gentoo,Biscoe,49.2,15.2,221.0,6300.0,Male,False,False,False,False,False,6.3,747.84,3.2368421052631584,35.07936507936508,1,3.1078476332381944,0.012461027898596115
238,Gentoo,Biscoe,46.2,14.5,209.0,4800.0,Female,False,False,False,False,False,4.8,669.9000000000001,3.1862068965517243,43.54166666666667,1,1.4754754298588022,-0.7613248770511841
239,Gentoo,Biscoe,48.7,15.1,222.0,5350.0,Male,False,False,False,False,False,5.35,735.37,3.2251655629139075,41.49532710280374,1,2.4750773476444956,-0.18315617009558094
240,Gentoo,Biscoe,50.2,14.3,218.0,5700.0,Male,False,False,False,False,False,5.7,717.8600000000001,3.5104895104895104,38.24561403508772,1,2.8394054262592876,-0.3065450841734163
241,Gentoo,Biscoe,45.1,14.5,215.0,5000.0,Female,False,False,False,False,False,5.0,653.95,3.110344827586207,43.0,1,1.7675210286861016,-0.8601419540932986
242,Gentoo,Biscoe,46.5,14.5,213.0,4400.0,Female,False,False,False,False,False,4.4,674.25,3.206896551724138,48.40909090909091,1,1.3904364731877161,-0.7699547924883776
243,Gentoo,Biscoe,46.3,15.8,215.0,5050.0,Male,False,False,False,False,False,5.05,731.54,2.9303797468354427,42.57425742574257,1,1.63761482260727,-0.19566544973714026
244,Gentoo,Biscoe,42.9,13.1,215.0,5000.0,Female,False,False,False,False,False,5.0,561.99,3.2748091603053435,43.0,1,1.8683942973510348,-1.6697835916657806
245,Gentoo,Biscoe,46.1,15.1,215.0,5100.0,Male,False,False,False,False,False,5.1,696.11,3.0529801324503314,42.15686274509804,1,1.7977481773782589,-0.49631925264607696
246,Gentoo,Biscoe,44.5,14.3,216.0,4100.0,Unknown,False,False,False,False,False,4.1,636.35,3.111888111888112,52.6829268292683,1,1.181077626610428,-1.1020346293708285
247,Gentoo,Biscoe,47.8,15.0,215.0,5650.0,Male,False,False,False,False,False,5.65,717.0,3.1866666666666665,38.05309734513274,1,2.338163697826114,-0.2920418186201495
248,Gentoo,Biscoe,48.2,14.3,210.0,4600.0,Female,False,False,False,False,False,4.6,689.2600000000001,3.370629370629371,45.65217391304349,1,1.587454770234395,-0.6436532848572346
249,Gentoo,Biscoe,50.0,15.3,220.0,5550.0,Male,False,False,False,False,False,5.55,765.0,3.2679738562091503,39.63963963963964,1,2.598283275918189,0.06161120642973704
250,Gentoo,Biscoe,47.3,15.3,222.0,5250.0,Male,False,False,False,False,False,5.25,723.6899999999999,3.091503267973856,42.285714285714285,1,2.248450565618359,-0.26640904829859924
251,Gentoo,Biscoe,42.8,14.2,209.0,4700.0,Female,False,False,False,False,False,4.7,607.7599999999999,3.014084507042253,44.46808510638298,1,1.1831988663365944,-1.2671580346142552
252,Gentoo,Biscoe,45.1,14.5,207.0,5050.0,Female,False,False,False,False,False,5.05,653.95,3.110344827586207,40.990099009901,1,1.47278533005058,-0.8561160850952774
253,Gentoo,Biscoe,59.6,17.0,230.0,6050.0,Male,False,False,False,False,False,6.05,1013.2,3.5058823529411764,38.01652892561984,1,3.8106550519811146,1.8603788267271626
254,Gentoo,Biscoe,49.1,14.8,220.0,5150.0,Female,False,False,False,False,False,5.15,726.6800000000001,3.3175675675675675,42.71844660194174,1,2.350044746175015,-0.2823228174558022
255,Gentoo,Biscoe,48.4,16.3,220.0,5400.0,Male,False,False,False,False,False,5.4,788.92,2.969325153374233,40.74074074074074,1,2.1576665879252355,0.27562627062280376
256,Gentoo,Biscoe,42.6,13.7,213.0,4950.0,Female,False,False,False,False,False,4.95,583.62,3.109489051094891,43.03030303030303,1,1.6044895233084224,-1.46494645691354
257,Gentoo,Biscoe,44.4,17.3,219.0,5250.0,Male,False,False,False,False,False,5.25,768.12,2.566473988439306,41.71428571428572,1,1.4749563026793882,0.22577914929299525
258,Gentoo,Biscoe,44.0,13.6,208.0,4350.0,Female,False,False,False,False,False,4.35,598.4,3.235294117647059,47.816091954022994,1,1.1243660409550487,-1.4157937020930655
259,Gentoo,Biscoe,48.7,15.7,208.0,5350.0,Male,False,False,False,False,False,5.35,764.59,3.101910828025478,38.8785046728972,1,1.7770205162059416,0.05804430682584762
260,Gentoo,Biscoe,42.7,13.7,208.0,3950.0,Female,False,False,False,False,False,3.95,584.99,3.1167883211678835,52.65822784810126,1,0.72045447277451,-1.5602880980935596
261,Gentoo,Biscoe,49.6,16.0,225.0,5700.0,Male,False,False,False,False,False,5.7,793.6,3.1,39.47368421052632,1,2.7309280123911375,0.31823019366880906
262,Gentoo,Biscoe,45.3,13.7,210.0,4300.0,Female,False,False,False,False,False,4.3,620.6099999999999,3.3065693430656933,48.83720930232558,1,1.2607870682151177,-1.2373524774958415
263,Gentoo,Biscoe,49.6,15.0,216.0,4750.0,Male,False,False,False,False,False,4.75,744.0,3.306666666666666,45.47368421052632,1,1.911953223338955,-0.1890985493839342
264,Gentoo,Biscoe,50.5,15.9,222.0,5550.0,Male,False,False,False,False,False,5.55,802.95,3.1761006289308176,40.0,1,2.6002382079482778,0.3602533629843299
265,Gentoo,Biscoe,43.6,13.9,217.0,4900.0,Female,False,False,False,False,False,4.9,606.0400000000001,3.1366906474820144,44.285714285714285,1,1.777695462345073,-1.278590480544481
266,Gentoo,Biscoe,45.5,13.9,210.0,4200.0,Female,False,False,False,False,False,4.2,632.45,3.273381294964029,50.0,1,1.168133301179067,-1.144801522929135
267,Gentoo,Biscoe,50.5,15.9,225.0,5400.0,Male,False,False,False,False,False,5.4,802.95,3.1761006289308176,41.66666666666666,1,2.6206297337317777,0.3448905922561949
268,Gentoo,Biscoe,44.9,13.3,213.0,5100.0,Female,False,False,False,False,False,5.1,597.17,3.37593984962406,41.76470588235294,1,1.9815396206696945,-1.3586567581923763
269,Gentoo,Biscoe,45.2,15.8,215.0,5300.0,Male,False,False,False,False,False,5.3,714.1600000000001,2.8607594936708862,40.56603773584906,1,1.7171928723345782,-0.2901437850446545
270,Gentoo,Biscoe,46.6,14.2,210.0,4850.0,Female,False,False,False,False,False,4.85,661.72,3.2816901408450705,43.29896907216495,1,1.6455295502256087,-0.8336354155848683
271,Gentoo,Biscoe,48.5,14.1,220.0,5300.0,Male,False,False,False,False,False,5.3,683.85,3.4397163120567376,41.50943396226416,1,2.5453586462116786,-0.6163728586685022
272,Gentoo,Biscoe,45.1,14.4,210.0,4400.0,Female,False,False,False,False,False,4.4,649.44,3.1319444444444446,47.72727272727273,1,1.1701711582164032,-0.9648175529463324
273,Gentoo,Biscoe,50.1,15.0,225.0,5000.0,Male,False,False,False,False,False,5.0,751.5,3.3400000000000003,45.0,1,2.4957109609662345,-0.10636512460712304
274,Gentoo,Biscoe,46.5,14.4,217.0,4900.0,Female,False,False,False,False,False,4.9,669.6,3.2291666666666665,44.285714285714285,1,1.918705064773067,-0.7571205452514592
275,Gentoo,Biscoe,45.0,15.4,220.0,5050.0,Male,False,False,False,False,False,5.05,693.0,2.922077922077922,43.56435643564357,1,1.8158853115598796,-0.49998427273941265
276,Gentoo,Biscoe,43.8,13.9,208.0,4300.0,Female,False,False,False,False,False,4.3,608.8199999999999,3.151079136690647,48.372093023255815,1,1.0121926222297675,-1.3213512480948773
277,Gentoo,Biscoe,45.5,15.0,220.0,5000.0,Male,False,False,False,False,False,5.0,682.5,3.033333333333333,44.0,1,1.904868169030912,-0.6125833256615255
278,Gentoo,Biscoe,43.2,14.5,208.0,4450.0,Female,False,False,False,False,False,4.45,626.4000000000001,2.9793103448275864,46.741573033707866,1,0.9427836554384377,-1.128055019473045
279,Gentoo,Biscoe,50.4,15.3,224.0,5550.0,Male,False,False,False,False,False,5.55,771.12,3.294117647058824,40.36036036036036,1,2.7963128287367707,0.10618791009532431
280,Gentoo,Biscoe,45.3,13.8,208.0,4200.0,Female,False,False,False,False,False,4.2,625.14,3.2826086956521734,49.52380952380952,1,1.0894818222180833,-1.207654972441508
281,Gentoo,Biscoe,46.2,14.9,221.0,5300.0,Male,False,False,False,False,False,5.3,688.3800000000001,3.100671140939597,41.69811320754717,1,2.2310001323447377,-0.5444136504700564
282,Gentoo,Biscoe,45.7,13.9,214.0,4400.0,Female,False,False,False,False,False,4.4,635.23,3.287769784172662,48.63636363636363,1,1.486763825150282,-1.1010908585824264
283,Gentoo,Biscoe,54.3,15.7,231.0,5650.0,Male,False,False,False,False,False,5.65,852.5099999999999,3.4585987261146496,40.88495575221239,1,3.398031185369428,0.7086199176565354
284,Gentoo,Biscoe,45.8,14.2,219.0,4700.0,Female,False,False,False,False,False,4.7,650.3599999999999,3.2253521126760565,46.59574468085106,1,1.8457390171206556,-0.9359614844881313
285,Gentoo,Biscoe,49.8,16.8,230.0,5700.0,Male,False,False,False,False,False,5.7,836.64,2.964285714285714,40.35087719298245,1,2.790438633517265,0.6655086360431045
286,Gentoo,Biscoe,46.2,14.4,214.0,4650.0,Unknown,False,False,False,False,False,4.65,665.2800000000001,3.208333333333333,46.02150537634408,1,1.5984984026261393,-0.81693987272232
287,Gentoo,Biscoe,49.5,16.2,229.0,5800.0,Male,False,False,False,False,False,5.8,801.9,3.055555555555556,39.48275862068966,1,2.9150382021418997,0.3995531148416841
288,Gentoo,Biscoe,43.5,14.2,220.0,4700.0,Female,False,False,False,False,False,4.7,617.6999999999999,3.063380281690141,46.80851063829787,1,1.6942868828401725,-1.1885230577263204
289,Gentoo,Biscoe,50.7,15.0,223.0,5550.0,Male,False,False,False,False,False,5.55,760.5,3.3800000000000003,40.18018018018018,1,2.8413885866245687,0.017299399332620754
290,Gentoo,Biscoe,47.7,15.0,216.0,4750.0,Female,False,False,False,False,False,4.75,715.5,3.18,45.47368421052632,1,1.7528602680382281,-0.39786560079798144
291,Gentoo,Biscoe,46.4,15.6,221.0,5000.0,Male,False,False,False,False,False,5.0,723.8399999999999,2.9743589743589745,44.2,1,1.899182280040757,-0.270146647282791
292,Gentoo,Biscoe,48.2,15.6,221.0,5100.0,Male,False,False,False,False,False,5.1,751.9200000000001,3.08974358974359,43.333333333333336,1,2.118575720917801,-0.061812615528182596
293,Gentoo,Biscoe,46.5,14.8,217.0,5200.0,Female,False,False,False,False,False,5.2,688.2,3.141891891891892,41.730769230769226,1,2.0432732720194284,-0.5631959948671372
294,Gentoo,Biscoe,46.4,15.0,216.0,4700.0,Female,False,False,False,False,False,4.7,696.0,3.0933333333333333,45.95744680851064,1,1.6096702938521847,-0.5459835748677169
295,Gentoo,Biscoe,48.6,16.0,230.0,5800.0,Male,False,False,False,False,False,5.8,777.6,3.0375,39.6551724137931,1,2.921539050874356,0.2196896999178452
296,Gentoo,Biscoe,47.5,14.2,209.0,4600.0,Female,False,False,False,False,False,4.6,674.5,3.3450704225352115,45.434782608695656,1,1.508070798856775,-0.7612889957418584
297,Gentoo,Biscoe,51.1,16.3,220.0,6000.0,Male,False,False,False,False,False,6.0,832.9300000000001,3.1349693251533743,36.66666666666666,1,2.795788844800186,0.6356235577537229
298,Gentoo,Biscoe,45.2,13.8,215.0,4750.0,Female,False,False,False,False,False,4.75,623.7600000000001,3.27536231884058,45.26315789473684,1,1.7467529267281408,-1.1594966980239163
299,Gentoo,Biscoe,45.2,16.4,223.0,5950.0,Male,False,False,False,False,False,5.95,741.28,2.75609756097561,37.47899159663866,1,2.370465379372635,0.023103971255476898
300,Gentoo,Biscoe,49.1,14.5,212.0,4625.0,Female,False,False,False,False,False,4.625,711.95,3.386206896551724,45.83783783783784,1,1.7215245955585334,-0.4606818808563614
301,Gentoo,Biscoe,52.5,15.6,221.0,5450.0,Male,False,False,False,False,False,5.45,819.0,3.3653846153846154,40.55045871559633,1,2.718986495249845,0.4476017046507896
302,Gentoo,Biscoe,47.4,14.6,212.0,4725.0,Female,False,False,False,False,False,4.725,692.04,3.246575342465753,44.86772486772488,1,1.6274887686964565,-0.5963536356059462
303,Gentoo,Biscoe,50.0,15.9,224.0,5350.0,Male,False,False,False,False,False,5.35,795.0,3.144654088050314,41.86915887850468,1,2.5032921922730123,0.28451809820303287
304,Gentoo,Biscoe,44.9,13.8,212.0,4750.0,Female,False,False,False,False,False,4.75,619.62,3.253623188405797,44.63157894736842,1,1.5982307621142042,-1.1929292257731072
305,Gentoo,Biscoe,50.8,17.3,228.0,5600.0,Male,False,False,False,False,False,5.6,878.84,2.936416184971098,40.71428571428572,1,2.6214133320958055,0.9673439272968323
306,Gentoo,Biscoe,43.4,14.4,218.0,4600.0,Female,False,False,False,False,False,4.6,624.96,3.013888888888889,47.39130434782609,1,1.4942450259579505,-1.1292481945405155
307,Gentoo,Biscoe,51.3,14.2,218.0,5300.0,Male,False,False,False,False,False,5.3,728.4599999999999,3.612676056338028,41.13207547169812,1,2.6771799754604912,-0.2684639263784845
308,Gentoo,Biscoe,47.5,14.0,212.0,4875.0,Female,False,False,False,False,False,4.875,665.0,3.392857142857143,43.48717948717949,1,1.8610525653429755,-0.8129244023023118
